471,467,454,1152,465,2783,359,2411,302,455,472,461,1250,609,2395,2407,2387,9453,2390
487,2505,491,499,492,1438,2523,820,2696,498,500,484,485,2740,486,805,1019,7998,2531
0|1152|0.312866|0.752941||
1|487|0.312866|0.752941||
0|1152|-1.19595|-0.755882||
1|487|0.815811|0.25||
0|1152|-1.19595|-0.755882||
0|454|-14.2724|-10.8147||
0|454|-3.71066|-23.8912||
1|491|-0.190071|-31.4353||
0|2783|28.4776|39.9824||
0|2783|31.4952|38.9765||
1|492|98.8893|-16.3471||
1|492|97.8835|-17.3529||
1|492|96.8776|-20.8735||
1|487|89.8364|-26.4059||
1|487|91.3452|-25.4||
1|499|84.807|38.9765||
1|499|71.2276|40.9882||
1|2505|48.5952|40.4853||
1|2505|42.5599|39.4794||
1|492|42.5599|-0.252941||
1|492|26.4658|-1.76176||
1|492|1.31875|0.752941||
1|492|-1.19595|2.26176||
0|465|-14.2724|20.3676||
0|467|-98.2636|-1.76176||
0|467|-98.2636|-11.8206||
1|491|-36.4018|-39.9853||
1|471|-37.4077|-39.9853||
1|491|-34.893|-40.9912||
1|471|-28.8577|-40.9912||
0|2783|-28.3548|-4.27647||
0|2783|-25.8401|-3.77353||
0|2783|1.31875|1.75882||
0|2783|25.4599|3.26765||
1|499|40.5482|0.752941||
1|499|66.7011|1.25588||
0|2783|63.1805|1.75882||
1|499|69.2158|2.76471||
0|359|69.7188|21.8765|471,454,1152,465,2783,487,2505,491,499,492|359,2411,302,455,472,2523,820,2696,498,500
1|500|69.7188|21.8765||
0|359|69.7188|21.8765||
1|500|67.707|22.3794||
0|359|69.7188|21.3735||
1|2696|47.0864|-5.28235||
1|2696|46.0805|-5.78529||
0|472|35.0158|-16.85||
0|472|31.4952|-15.8441||
0|455|-85.1871|-24.3941||
0|455|-91.7254|-21.3765||
1|500|-44.9518|-36.9676||
1|500|-46.4607|-37.4706||
1|500|-51.4901|-34.9559||
0|472|-67.5842|-17.3529||
1|500|-72.6136|-14.8382||
0|359|-72.1107|3.77059||
0|359|-72.6136|21.8765||
0|472|-31.8754|37.9706||
0|472|-25.8401|41.4912||
0|472|0.815811|33.4441||
0|472|25.4599|-4.27647||
1|498|38.5364|1.25588||
1|498|47.5893|-8.3||
0|472|48.0923|-4.77941||
1|498|47.5893|-9.80882||
0|359|69.2158|-20.3706||
1|500|69.2158|-20.3706||
0|359|70.2217|-22.3824||
0|359|70.2217|-22.8853||
1|2696|49.6011|-15.3412||
0|472|46.5835|-17.8559||
0|472|33.004|-26.9088||
0|455|30.9923|-37.9735||
1|2696|35.0158|-33.95||
0|455|34.0099|-35.4588||
1|500|79.2746|-9.30588||
1|820|57.6482|5.27941||
1|820|55.6364|3.77059||
1|2696|3.83346|-29.4235||
1|2696|-0.190071|-30.4294||
1|2696|-1.19595|-31.4353||
0|455|-2.20184|-27.9147||
0|2411|-93.7371|-24.3941||
0|2411|-94.2401|-22.8853||
1|498|-31.8754|-40.4882||
1|498|-34.3901|-39.9853||
1|498|-36.4018|-39.4824||
1|820|-80.1577|-39.9853||
1|820|-54.0048|-38.9794||
1|498|-27.3489|-36.4647||
1|498|-27.8518|-31.9382||
1|2523|-30.3665|1.25588||
0|472|-52.9989|2.76471||
1|2523|-30.8695|1.75882||
1|820|-90.2165|-17.8559||
1|820|-80.1577|-36.9676||
1|498|-29.8636|-36.9676||
1|498|-34.3901|-36.4647||
0|359|-37.4077|-34.9559||
1|820|-8.23713|-39.9853||
1|820|-8.23713|-38.4765||
0|359|-17.793|-36.9676||
1|2740|-29.3607|-31.9382||2740
0|609|-19.8048|-20.8735|359,2411,302,455,472,2523,820,2696,498,500|461,1250,609,2395,2407,484,485,486,805
1|486|-19.8048|-20.8735||
1|486|-29.8636|-19.3647||
0|609|-27.3489|-17.8559||
0|609|-27.3489|-15.8441||
0|2407|-49.9813|14.3324||
0|2407|-56.5195|22.8824||
0|2395|-60.0401|-17.8559||
0|2395|-37.9107|-17.3529||
1|805|28.4776|10.8118||
0|1250|28.4776|38.9765||
0|1250|37.0276|39.4794||
1|484|67.707|-5.28235||
0|609|69.2158|0.25||
0|609|70.7246|0.752941||
0|461|83.8011|-36.9676||
0|461|91.8482|-28.4176||
1|484|91.8482|-5.28235||
1|485|96.3746|-6.28823||
0|609|95.8717|18.8588||
1|485|96.8776|7.79412||
0|609|97.8835|10.3088||
0|609|93.8599|10.3088||
1|485|92.3511|6.78823||
1|485|94.8658|6.28529||
1|485|94.3629|5.27941||
1|485|92.3511|7.29118||
1|485|93.8599|16.8471||
1|486|75.754|32.9412||
1|486|94.8658|16.8471||
1|484|90.8423|-24.3941||
1|484|76.7599|-36.9676||
1|2740|44.5717|-38.9794||
1|2740|25.9629|-31.9382||
1|2740|-0.190071|-37.9735||
1|2740|-25.3371|-38.9794||
0|2395|-36.9048|-34.4529||
1|2740|-34.3901|-39.4824||
1|2740|-55.5136|-40.4882||
0|2407|-82.1695|38.4735||
0|2407|-76.6371|38.9765||
0|1250|-37.9107|36.9647||
0|1250|-31.8754|36.9647||
1|484|21.9393|23.8882||
1|484|25.9629|-2.26471||
1|484|23.9511|-3.27059||
1|805|10.3717|33.4441||
1|805|5.34228|14.8353|461|2387
0|2387|-22.3195|-22.3824||
0|2387|-21.8165|-22.3824||
0|2395|-47.9695|-27.9147||
0|2395|-70.6018|-26.4059|1250,609,484,485,2740,486,805|9453,2390,1019,7998,2531,498,2523
0|2390|-44.4489|-25.9029||
0|2390|-42.9401|-14.8382||
0|2390|-25.3371|-0.755882||
0|2390|-12.7636|1.75882||
0|2407|-3.20772|38.9765||
0|2407|10.3717|39.4794||
0|2407|12.8864|40.9882||
1|2523|38.0335|32.4382||
0|9453|65.6952|-39.9853|2395|2411
0|9453|64.1864|-40.4882||
0|2411|33.004|-36.4647||
0|2411|34.5129|-34.9559||
1|2523|70.7246|-12.8265||
0|2390|71.7305|-13.8324||
0|2390|71.7305|-13.8324||
1|1438|83.8011|-0.252941||
1|1438|83.2982|0.752941||
1|2523|76.257|6.78823||
