471,467,454,1152,465,2783,359,2411,302,455,472,461,1250,609,2395,2407,2387,9453,2390
487,2505,491,499,492,1438,2523,820,2696,498,500,484,485,2740,486,805,1019,7998,2531
0|1152|0.312866|0.752941||
0|487|0.312866|0.752941||
0.03|1152|-1.19595|-0.755882||
0.03|487|0.815811|0.25||
0.07|1152|-1.19595|-0.755882||
0.7|454|-14.2724|-10.8147||
1.83|454|-3.71066|-23.8912||
2.03|491|-0.190071|-31.4353||
4.57|2783|28.4776|39.9824||
4.73|2783|31.4952|38.9765||
7.27|492|98.8893|-16.3471||
9.47|492|97.8835|-17.3529||
10.13|492|96.8776|-20.8735||
10.73|487|89.8364|-26.4059||
11|487|91.3452|-25.4||
14.37|499|84.807|38.9765||
14.67|499|71.2276|40.9882||
16.17|2505|48.5952|40.4853||
16.9|2505|42.5599|39.4794||
17.97|492|42.5599|-0.252941||
18.4|492|26.4658|-1.76176||
19.57|492|1.31875|0.752941||
19.63|492|-1.19595|2.26176||
19.73|465|-14.2724|20.3676||
22|467|-98.2636|-1.76176||
23.5|467|-98.2636|-11.8206||
25.13|491|-36.4018|-39.9853||
25.57|471|-37.4077|-39.9853||
26.03|491|-34.893|-40.9912||
26.5|471|-28.8577|-40.9912||
27.2|2783|-28.3548|-4.27647||
27.37|2783|-25.8401|-3.77353||
28.57|2783|1.31875|1.75882||
29.57|2783|25.4599|3.26765||
29.57|499|40.5482|0.752941||
31.13|499|66.7011|1.25588||
31.17|2783|63.1805|1.75882||
31.2|499|69.2158|2.76471||
32.2|359|69.7188|21.8765|471,454,1152,465,2783,487,2505,491,499,492|359,2411,302,455,472,2523,820,2696,498,500
32.2|500|69.7188|21.8765||
32.97|359|69.7188|21.8765||
32.97|500|67.707|22.3794||
33.03|359|69.7188|21.3735||
34.73|2696|47.0864|-5.28235||
34.9|2696|46.0805|-5.78529||
35.87|472|35.0158|-16.85||
35.9|472|31.4952|-15.8441||
39.63|455|-85.1871|-24.3941||
39.9|455|-91.7254|-21.3765||
41.13|500|-44.9518|-36.9676||
41.2|500|-46.4607|-37.4706||
41.6|500|-51.4901|-34.9559||
42.93|472|-67.5842|-17.3529||
42.93|500|-72.6136|-14.8382||
43.6|359|-72.1107|3.77059||
45.73|359|-72.6136|21.8765||
47|472|-31.8754|37.9706||
47.2|472|-25.8401|41.4912||
48.17|472|0.815811|33.4441||
49.6|472|25.4599|-4.27647||
49.6|498|38.5364|1.25588||
50.33|498|47.5893|-8.3||
50.37|472|48.0923|-4.77941||
50.43|498|47.5893|-9.80882||
52.23|359|69.2158|-20.3706||
